path,split,speaker,gender,dialect,sentence
audio/TRAIN_DR2_FJKL0_SA1.WAV,TRAIN,FJKL0,F,DR2,SA1
audio/TRAIN_DR2_FKAA0_SA1.WAV,TRAIN,FKAA0,F,DR2,SA1
audio/TRAIN_DR2_FLMA0_SA1.WAV,TRAIN,FLMA0,F,DR2,SA1
audio/TRAIN_DR2_FLMC0_SA1.WAV,TRAIN,FLMC0,F,DR2,SA1
audio/TRAIN_DR2_FMJB0_SA1.WAV,TRAIN,FMJB0,F,DR2,SA1
audio/TRAIN_DR2_FMKF0_SA1.WAV,TRAIN,FMKF0,F,DR2,SA1
audio/TRAIN_DR2_FMMH0_SA1.WAV,TRAIN,FMMH0,F,DR2,SA1
audio/TRAIN_DR2_FPJF0_SA1.WAV,TRAIN,FPJF0,F,DR2,SA1
audio/TRAIN_DR2_FRLL0_SA1.WAV,TRAIN,FRLL0,F,DR2,SA1
audio/TRAIN_DR2_FSCN0_SA1.WAV,TRAIN,FSCN0,F,DR2,SA1
audio/TRAIN_DR2_FSKL0_SA1.WAV,TRAIN,FSKL0,F,DR2,SA1
audio/TRAIN_DR2_FSRH0_SA1.WAV,TRAIN,FSRH0,F,DR2,SA1
audio/TRAIN_DR2_FTMG0_SA1.WAV,TRAIN,FTMG0,F,DR2,SA1
audio/TRAIN_DR2_MARC0_SA1.WAV,TRAIN,MARC0,M,DR2,SA1
audio/TRAIN_DR2_MBJV0_SA1.WAV,TRAIN,MBJV0,M,DR2,SA1
audio/TRAIN_DR2_MCEW0_SA1.WAV,TRAIN,MCEW0,M,DR2,SA1
audio/TRAIN_DR2_MCTM0_SA1.WAV,TRAIN,MCTM0,M,DR2,SA1
audio/TRAIN_DR2_MDBP0_SA1.WAV,TRAIN,MDBP0,M,DR2,SA1
audio/TRAIN_DR2_MDEM0_SA1.WAV,TRAIN,MDEM0,M,DR2,SA1
audio/TRAIN_DR2_MDLB0_SA1.WAV,TRAIN,MDLB0,M,DR2,SA1
audio/TRAIN_DR2_MDLC2_SA1.WAV,TRAIN,MDLC2,M,DR2,SA1
audio/TRAIN_DR2_MDMT0_SA1.WAV,TRAIN,MDMT0,M,DR2,SA1
audio/TRAIN_DR2_MDPS0_SA1.WAV,TRAIN,MDPS0,M,DR2,SA1
audio/TRAIN_DR2_MDSS0_SA1.WAV,TRAIN,MDSS0,M,DR2,SA1
audio/TRAIN_DR2_MDWD0_SA1.WAV,TRAIN,MDWD0,M,DR2,SA1
audio/TRAIN_DR2_MEFG0_SA1.WAV,TRAIN,MEFG0,M,DR2,SA1
audio/TRAIN_DR2_MHRM0_SA1.WAV,TRAIN,MHRM0,M,DR2,SA1
audio/TRAIN_DR2_MJAE0_SA1.WAV,TRAIN,MJAE0,M,DR2,SA1
audio/TRAIN_DR2_MJBG0_SA1.WAV,TRAIN,MJBG0,M,DR2,SA1
audio/TRAIN_DR2_MJDE0_SA1.WAV,TRAIN,MJDE0,M,DR2,SA1
audio/TRAIN_DR2_MJEB0_SA1.WAV,TRAIN,MJEB0,M,DR2,SA1
audio/TRAIN_DR2_MJHI0_SA1.WAV,TRAIN,MJHI0,M,DR2,SA1
audio/TRAIN_DR2_MJMA0_SA1.WAV,TRAIN,MJMA0,M,DR2,SA1
audio/TRAIN_DR2_MJMD0_SA1.WAV,TRAIN,MJMD0,M,DR2,SA1
audio/TRAIN_DR2_MJPM0_SA1.WAV,TRAIN,MJPM0,M,DR2,SA1
audio/TRAIN_DR2_MJRP0_SA1.WAV,TRAIN,MJRP0,M,DR2,SA1
audio/TRAIN_DR2_MKAH0_SA1.WAV,TRAIN,MKAH0,M,DR2,SA1
audio/TRAIN_DR2_MKAJ0_SA1.WAV,TRAIN,MKAJ0,M,DR2,SA1
audio/TRAIN_DR2_MKDT0_SA1.WAV,TRAIN,MKDT0,M,DR2,SA1
audio/TRAIN_DR2_MKJO0_SA1.WAV,TRAIN,MKJO0,M,DR2,SA1
audio/TRAIN_DR2_MMAA0_SA1.WAV,TRAIN,MMAA0,M,DR2,SA1
audio/TRAIN_DR2_MMAG0_SA1.WAV,TRAIN,MMAG0,M,DR2,SA1
audio/TRAIN_DR2_MMDS0_SA1.WAV,TRAIN,MMDS0,M,DR2,SA1
audio/TRAIN_DR2_MMGK0_SA1.WAV,TRAIN,MMGK0,M,DR2,SA1
audio/TRAIN_DR2_MMXS0_SA1.WAV,TRAIN,MMXS0,M,DR2,SA1
audio/TRAIN_DR2_MPPC0_SA1.WAV,TRAIN,MPPC0,M,DR2,SA1
audio/TRAIN_DR2_MPRB0_SA1.WAV,TRAIN,MPRB0,M,DR2,SA1
audio/TRAIN_DR2_MRAB0_SA1.WAV,TRAIN,MRAB0,M,DR2,SA1
audio/TRAIN_DR2_MRCW0_SA1.WAV,TRAIN,MRCW0,M,DR2,SA1
audio/TRAIN_DR2_MRFK0_SA1.WAV,TRAIN,MRFK0,M,DR2,SA1
audio/TRAIN_DR2_MRGS0_SA1.WAV,TRAIN,MRGS0,M,DR2,SA1
audio/TRAIN_DR2_MRHL0_SA1.WAV,TRAIN,MRHL0,M,DR2,SA1
audio/TRAIN_DR2_MRJH0_SA1.WAV,TRAIN,MRJH0,M,DR2,SA1
audio/TRAIN_DR2_MRJM0_SA1.WAV,TRAIN,MRJM0,M,DR2,SA1
audio/TRAIN_DR2_MRJM1_SA1.WAV,TRAIN,MRJM1,M,DR2,SA1
audio/TRAIN_DR2_MRJT0_SA1.WAV,TRAIN,MRJT0,M,DR2,SA1
audio/TRAIN_DR2_MRLJ0_SA1.WAV,TRAIN,MRLJ0,M,DR2,SA1
audio/TRAIN_DR2_MRLR0_SA1.WAV,TRAIN,MRLR0,M,DR2,SA1
audio/TRAIN_DR2_MRMS0_SA1.WAV,TRAIN,MRMS0,M,DR2,SA1
audio/TRAIN_DR2_MSAT0_SA1.WAV,TRAIN,MSAT0,M,DR2,SA1
audio/TRAIN_DR2_MTAT1_SA1.WAV,TRAIN,MTAT1,M,DR2,SA1
audio/TRAIN_DR2_MTBC0_SA1.WAV,TRAIN,MTBC0,M,DR2,SA1
audio/TRAIN_DR2_MTDB0_SA1.WAV,TRAIN,MTDB0,M,DR2,SA1
audio/TRAIN_DR2_MTJG0_SA1.WAV,TRAIN,MTJG0,M,DR2,SA1
audio/TRAIN_DR2_MWSB0_SA1.WAV,TRAIN,MWSB0,M,DR2,SA1
audio/TRAIN_DR2_MZMB0_SA1.WAV,TRAIN,MZMB0,M,DR2,SA1
audio/TRAIN_DR3_FALK0_SA1.WAV,TRAIN,FALK0,F,DR3,SA1
audio/TRAIN_DR3_FCKE0_SA1.WAV,TRAIN,FCKE0,F,DR3,SA1
audio/TRAIN_DR3_FCMG0_SA1.WAV,TRAIN,FCMG0,F,DR3,SA1
audio/TRAIN_DR3_FDFB0_SA1.WAV,TRAIN,FDFB0,F,DR3,SA1
audio/TRAIN_DR3_FDJH0_SA1.WAV,TRAIN,FDJH0,F,DR3,SA1
audio/TRAIN_DR3_FEME0_SA1.WAV,TRAIN,FEME0,F,DR3,SA1
audio/TRAIN_DR3_FGCS0_SA1.WAV,TRAIN,FGCS0,F,DR3,SA1
audio/TRAIN_DR3_FGRW0_SA1.WAV,TRAIN,FGRW0,F,DR3,SA1
audio/TRAIN_DR3_FJLG0_SA1.WAV,TRAIN,FJLG0,F,DR3,SA1
audio/TRAIN_DR3_FJLR0_SA1.WAV,TRAIN,FJLR0,F,DR3,SA1
audio/TRAIN_DR3_FLAC0_SA1.WAV,TRAIN,FLAC0,F,DR3,SA1
audio/TRAIN_DR3_FLJD0_SA1.WAV,TRAIN,FLJD0,F,DR3,SA1
audio/TRAIN_DR3_FLTM0_SA1.WAV,TRAIN,FLTM0,F,DR3,SA1
audio/TRAIN_DR3_FMJF0_SA1.WAV,TRAIN,FMJF0,F,DR3,SA1
audio/TRAIN_DR3_FNTB0_SA1.WAV,TRAIN,FNTB0,F,DR3,SA1
audio/TRAIN_DR3_FPAZ0_SA1.WAV,TRAIN,FPAZ0,F,DR3,SA1
audio/TRAIN_DR3_FSJS0_SA1.WAV,TRAIN,FSJS0,F,DR3,SA1
audio/TRAIN_DR3_FSJW0_SA1.WAV,TRAIN,FSJW0,F,DR3,SA1
audio/TRAIN_DR3_FSKC0_SA1.WAV,TRAIN,FSKC0,F,DR3,SA1
audio/TRAIN_DR3_FSLS0_SA1.WAV,TRAIN,FSLS0,F,DR3,SA1
audio/TRAIN_DR3_MADC0_SA1.WAV,TRAIN,MADC0,M,DR3,SA1
audio/TRAIN_DR3_MAKB0_SA1.WAV,TRAIN,MAKB0,M,DR3,SA1
audio/TRAIN_DR3_MAKR0_SA1.WAV,TRAIN,MAKR0,M,DR3,SA1
audio/TRAIN_DR3_MAPV0_SA1.WAV,TRAIN,MAPV0,M,DR3,SA1
audio/TRAIN_DR3_MBEF0_SA1.WAV,TRAIN,MBEF0,M,DR3,SA1
audio/TRAIN_DR3_MCAL0_SA1.WAV,TRAIN,MCAL0,M,DR3,SA1
audio/TRAIN_DR3_MCDC0_SA1.WAV,TRAIN,MCDC0,M,DR3,SA1
audio/TRAIN_DR3_MCDD0_SA1.WAV,TRAIN,MCDD0,M,DR3,SA1
audio/TRAIN_DR3_MCEF0_SA1.WAV,TRAIN,MCEF0,M,DR3,SA1
audio/TRAIN_DR3_MDBB1_SA1.WAV,TRAIN,MDBB1,M,DR3,SA1
audio/TRAIN_DR3_MDDC0_SA1.WAV,TRAIN,MDDC0,M,DR3,SA1
audio/TRAIN_DR3_MDEF0_SA1.WAV,TRAIN,MDEF0,M,DR3,SA1
audio/TRAIN_DR3_MDHS0_SA1.WAV,TRAIN,MDHS0,M,DR3,SA1
audio/TRAIN_DR3_MDJM0_SA1.WAV,TRAIN,MDJM0,M,DR3,SA1
audio/TRAIN_DR3_MDLC0_SA1.WAV,TRAIN,MDLC0,M,DR3,SA1
audio/TRAIN_DR3_MDLH0_SA1.WAV,TRAIN,MDLH0,M,DR3,SA1
audio/TRAIN_DR3_MDNS0_SA1.WAV,TRAIN,MDNS0,M,DR3,SA1
audio/TRAIN_DR3_MDSS1_SA1.WAV,TRAIN,MDSS1,M,DR3,SA1
audio/TRAIN_DR3_MDTB0_SA1.WAV,TRAIN,MDTB0,M,DR3,SA1
audio/TRAIN_DR3_MDWM0_SA1.WAV,TRAIN,MDWM0,M,DR3,SA1
audio/TRAIN_DR3_MFMC0_SA1.WAV,TRAIN,MFMC0,M,DR3,SA1
audio/TRAIN_DR3_MGAF0_SA1.WAV,TRAIN,MGAF0,M,DR3,SA1
audio/TRAIN_DR3_MHJB0_SA1.WAV,TRAIN,MHJB0,M,DR3,SA1
audio/TRAIN_DR3_MHMR0_SA1.WAV,TRAIN,MHMR0,M,DR3,SA1
audio/TRAIN_DR3_MILB0_SA1.WAV,TRAIN,MILB0,M,DR3,SA1
audio/TRAIN_DR3_MJDA0_SA1.WAV,TRAIN,MJDA0,M,DR3,SA1
audio/TRAIN_DR3_MJJB0_SA1.WAV,TRAIN,MJJB0,M,DR3,SA1
audio/TRAIN_DR3_MJKR0_SA1.WAV,TRAIN,MJKR0,M,DR3,SA1
audio/TRAIN_DR3_MJLG1_SA1.WAV,TRAIN,MJLG1,M,DR3,SA1
audio/TRAIN_DR3_MJRH1_SA1.WAV,TRAIN,MJRH1,M,DR3,SA1
audio/TRAIN_DR3_MKLS1_SA1.WAV,TRAIN,MKLS1,M,DR3,SA1
audio/TRAIN_DR3_MKXL0_SA1.WAV,TRAIN,MKXL0,M,DR3,SA1
audio/TRAIN_DR3_MLNS0_SA1.WAV,TRAIN,MLNS0,M,DR3,SA1
audio/TRAIN_DR3_MMAM0_SA1.WAV,TRAIN,MMAM0,M,DR3,SA1
audio/TRAIN_DR3_MMAR0_SA1.WAV,TRAIN,MMAR0,M,DR3,SA1
audio/TRAIN_DR3_MMEB0_SA1.WAV,TRAIN,MMEB0,M,DR3,SA1
audio/TRAIN_DR3_MMJB1_SA1.WAV,TRAIN,MMJB1,M,DR3,SA1
audio/TRAIN_DR3_MMSM0_SA1.WAV,TRAIN,MMSM0,M,DR3,SA1
audio/TRAIN_DR3_MPRD0_SA1.WAV,TRAIN,MPRD0,M,DR3,SA1
audio/TRAIN_DR3_MRBC0_SA1.WAV,TRAIN,MRBC0,M,DR3,SA1
audio/TRAIN_DR3_MRDS0_SA1.WAV,TRAIN,MRDS0,M,DR3,SA1
audio/TRAIN_DR3_MREE0_SA1.WAV,TRAIN,MREE0,M,DR3,SA1
audio/TRAIN_DR3_MREH1_SA1.WAV,TRAIN,MREH1,M,DR3,SA1
audio/TRAIN_DR3_MRJB1_SA1.WAV,TRAIN,MRJB1,M,DR3,SA1
audio/TRAIN_DR3_MRTC0_SA1.WAV,TRAIN,MRTC0,M,DR3,SA1
audio/TRAIN_DR3_MRTJ0_SA1.WAV,TRAIN,MRTJ0,M,DR3,SA1
audio/TRAIN_DR3_MRWA0_SA1.WAV,TRAIN,MRWA0,M,DR3,SA1
audio/TRAIN_DR3_MSFV0_SA1.WAV,TRAIN,MSFV0,M,DR3,SA1
audio/TRAIN_DR3_MTJM0_SA1.WAV,TRAIN,MTJM0,M,DR3,SA1
audio/TRAIN_DR3_MTKP0_SA1.WAV,TRAIN,MTKP0,M,DR3,SA1
audio/TRAIN_DR3_MTLB0_SA1.WAV,TRAIN,MTLB0,M,DR3,SA1
audio/TRAIN_DR3_MTPG0_SA1.WAV,TRAIN,MTPG0,M,DR3,SA1
audio/TRAIN_DR3_MTPP0_SA1.WAV,TRAIN,MTPP0,M,DR3,SA1
audio/TRAIN_DR3_MVJH0_SA1.WAV,TRAIN,MVJH0,M,DR3,SA1
audio/TRAIN_DR3_MWDK0_SA1.WAV,TRAIN,MWDK0,M,DR3,SA1
audio/TRAIN_DR3_MWGR0_SA1.WAV,TRAIN,MWGR0,M,DR3,SA1
audio/TRAIN_DR4_FALR0_SA1.WAV,TRAIN,FALR0,F,DR4,SA1
audio/TRAIN_DR4_FBAS0_SA1.WAV,TRAIN,FBAS0,F,DR4,SA1
audio/TRAIN_DR4_FBMJ0_SA1.WAV,TRAIN,FBMJ0,F,DR4,SA1
audio/TRAIN_DR4_FCAG0_SA1.WAV,TRAIN,FCAG0,F,DR4,SA1
audio/TRAIN_DR4_FDKN0_SA1.WAV,TRAIN,FDKN0,F,DR4,SA1
audio/TRAIN_DR4_FEEH0_SA1.WAV,TRAIN,FEEH0,F,DR4,SA1
audio/TRAIN_DR4_FJWB1_SA1.WAV,TRAIN,FJWB1,F,DR4,SA1
audio/TRAIN_DR4_FJXP0_SA1.WAV,TRAIN,FJXP0,F,DR4,SA1
audio/TRAIN_DR4_FKDW0_SA1.WAV,TRAIN,FKDW0,F,DR4,SA1
audio/TRAIN_DR4_FKLC0_SA1.WAV,TRAIN,FKLC0,F,DR4,SA1
audio/TRAIN_DR4_FLHD0_SA1.WAV,TRAIN,FLHD0,F,DR4,SA1
audio/TRAIN_DR4_FLKM0_SA1.WAV,TRAIN,FLKM0,F,DR4,SA1
audio/TRAIN_DR4_FPAF0_SA1.WAV,TRAIN,FPAF0,F,DR4,SA1
audio/TRAIN_DR4_FSAK0_SA1.WAV,TRAIN,FSAK0,F,DR4,SA1
audio/TRAIN_DR4_FSSB0_SA1.WAV,TRAIN,FSSB0,F,DR4,SA1
audio/TRAIN_DR4_MAEB0_SA1.WAV,TRAIN,MAEB0,M,DR4,SA1
audio/TRAIN_DR4_MARW0_SA1.WAV,TRAIN,MARW0,M,DR4,SA1
audio/TRAIN_DR4_MBMA0_SA1.WAV,TRAIN,MBMA0,M,DR4,SA1
audio/TRAIN_DR4_MBWP0_SA1.WAV,TRAIN,MBWP0,M,DR4,SA1
audio/TRAIN_DR4_MCDR0_SA1.WAV,TRAIN,MCDR0,M,DR4,SA1
audio/TRAIN_DR4_MCSS0_SA1.WAV,TRAIN,MCSS0,M,DR4,SA1
audio/TRAIN_DR4_MDCD0_SA1.WAV,TRAIN,MDCD0,M,DR4,SA1
audio/TRAIN_DR4_MDMA0_SA1.WAV,TRAIN,MDMA0,M,DR4,SA1
audio/TRAIN_DR4_MESG0_SA1.WAV,TRAIN,MESG0,M,DR4,SA1
audio/TRAIN_DR4_MFRM0_SA1.WAV,TRAIN,MFRM0,M,DR4,SA1
audio/TRAIN_DR4_MFWK0_SA1.WAV,TRAIN,MFWK0,M,DR4,SA1
audio/TRAIN_DR4_MGAG0_SA1.WAV,TRAIN,MGAG0,M,DR4,SA1
audio/TRAIN_DR4_MGJC0_SA1.WAV,TRAIN,MGJC0,M,DR4,SA1
audio/TRAIN_DR4_MGRP0_SA1.WAV,TRAIN,MGRP0,M,DR4,SA1
audio/TRAIN_DR4_MGXP0_SA1.WAV,TRAIN,MGXP0,M,DR4,SA1
audio/TRAIN_DR4_MJAC0_SA1.WAV,TRAIN,MJAC0,M,DR4,SA1
audio/TRAIN_DR4_MJDC0_SA1.WAV,TRAIN,MJDC0,M,DR4,SA1
audio/TRAIN_DR4_MJEE0_SA1.WAV,TRAIN,MJEE0,M,DR4,SA1
audio/TRAIN_DR4_MJJJ0_SA1.WAV,TRAIN,MJJJ0,M,DR4,SA1
audio/TRAIN_DR4_MJLB0_SA1.WAV,TRAIN,MJLB0,M,DR4,SA1
audio/TRAIN_DR4_MJLS0_SA1.WAV,TRAIN,MJLS0,M,DR4,SA1
audio/TRAIN_DR4_MJMM0_SA1.WAV,TRAIN,MJMM0,M,DR4,SA1
audio/TRAIN_DR4_MJPM1_SA1.WAV,TRAIN,MJPM1,M,DR4,SA1
audio/TRAIN_DR4_MJRH0_SA1.WAV,TRAIN,MJRH0,M,DR4,SA1
audio/TRAIN_DR4_MJSR0_SA1.WAV,TRAIN,MJSR0,M,DR4,SA1
audio/TRAIN_DR4_MJWS0_SA1.WAV,TRAIN,MJWS0,M,DR4,SA1
audio/TRAIN_DR4_MJXL0_SA1.WAV,TRAIN,MJXL0,M,DR4,SA1
audio/TRAIN_DR4_MKAM0_SA1.WAV,TRAIN,MKAM0,M,DR4,SA1
audio/TRAIN_DR4_MLBC0_SA1.WAV,TRAIN,MLBC0,M,DR4,SA1
audio/TRAIN_DR4_MLEL0_SA1.WAV,TRAIN,MLEL0,M,DR4,SA1
audio/TRAIN_DR4_MLJC0_SA1.WAV,TRAIN,MLJC0,M,DR4,SA1
audio/TRAIN_DR4_MLJH0_SA1.WAV,TRAIN,MLJH0,M,DR4,SA1
audio/TRAIN_DR4_MLSH0_SA1.WAV,TRAIN,MLSH0,M,DR4,SA1
audio/TRAIN_DR4_MMBS0_SA1.WAV,TRAIN,MMBS0,M,DR4,SA1
audio/TRAIN_DR4_MMDM0_SA1.WAV,TRAIN,MMDM0,M,DR4,SA1
audio/TRAIN_DR4_MMGC0_SA1.WAV,TRAIN,MMGC0,M,DR4,SA1
audio/TRAIN_DR4_MNET0_SA1.WAV,TRAIN,MNET0,M,DR4,SA1
audio/TRAIN_DR4_MPEB0_SA1.WAV,TRAIN,MPEB0,M,DR4,SA1
audio/TRAIN_DR4_MPRK0_SA1.WAV,TRAIN,MPRK0,M,DR4,SA1
audio/TRAIN_DR4_MPRT0_SA1.WAV,TRAIN,MPRT0,M,DR4,SA1
audio/TRAIN_DR4_MRAB1_SA1.WAV,TRAIN,MRAB1,M,DR4,SA1
audio/TRAIN_DR4_MRFL0_SA1.WAV,TRAIN,MRFL0,M,DR4,SA1
audio/TRAIN_DR4_MRGM0_SA1.WAV,TRAIN,MRGM0,M,DR4,SA1
audio/TRAIN_DR4_MRSP0_SA1.WAV,TRAIN,MRSP0,M,DR4,SA1
audio/TRAIN_DR4_MSFH0_SA1.WAV,TRAIN,MSFH0,M,DR4,SA1
audio/TRAIN_DR4_MSMC0_SA1.WAV,TRAIN,MSMC0,M,DR4,SA1
audio/TRAIN_DR4_MSMS0_SA1.WAV,TRAIN,MSMS0,M,DR4,SA1
audio/TRAIN_DR4_MSRG0_SA1.WAV,TRAIN,MSRG0,M,DR4,SA1
audio/TRAIN_DR4_MSTF0_SA1.WAV,TRAIN,MSTF0,M,DR4,SA1
audio/TRAIN_DR4_MTAS0_SA1.WAV,TRAIN,MTAS0,M,DR4,SA1
audio/TRAIN_DR4_MTQC0_SA1.WAV,TRAIN,MTQC0,M,DR4,SA1
audio/TRAIN_DR4_MTRC0_SA1.WAV,TRAIN,MTRC0,M,DR4,SA1
audio/TRAIN_DR4_MTRT0_SA1.WAV,TRAIN,MTRT0,M,DR4,SA1
audio/TRAIN_DR5_FBJL0_SA1.WAV,TRAIN,FBJL0,F,DR5,SA1
audio/TRAIN_DR5_FBMH0_SA1.WAV,TRAIN,FBMH0,F,DR5,SA1
audio/TRAIN_DR5_FCDR1_SA1.WAV,TRAIN,FCDR1,F,DR5,SA1
audio/TRAIN_DR5_FDMY0_SA1.WAV,TRAIN,FDMY0,F,DR5,SA1
audio/TRAIN_DR5_FDTD0_SA1.WAV,TRAIN,FDTD0,F,DR5,SA1
audio/TRAIN_DR5_FEAR0_SA1.WAV,TRAIN,FEAR0,F,DR5,SA1
audio/TRAIN_DR5_FEXM0_SA1.WAV,TRAIN,FEXM0,F,DR5,SA1
audio/TRAIN_DR5_FGDP0_SA1.WAV,TRAIN,FGDP0,F,DR5,SA1
audio/TRAIN_DR5_FGMB0_SA1.WAV,TRAIN,FGMB0,F,DR5,SA1
audio/TRAIN_DR5_FJXM0_SA1.WAV,TRAIN,FJXM0,F,DR5,SA1
audio/TRAIN_DR5_FKKH0_SA1.WAV,TRAIN,FKKH0,F,DR5,SA1
audio/TRAIN_DR5_FLJA0_SA1.WAV,TRAIN,FLJA0,F,DR5,SA1
audio/TRAIN_DR5_FLJG0_SA1.WAV,TRAIN,FLJG0,F,DR5,SA1
audio/TRAIN_DR5_FLMK0_SA1.WAV,TRAIN,FLMK0,F,DR5,SA1
audio/TRAIN_DR5_FLOD0_SA1.WAV,TRAIN,FLOD0,F,DR5,SA1
audio/TRAIN_DR5_FMPG0_SA1.WAV,TRAIN,FMPG0,F,DR5,SA1
audio/TRAIN_DR5_FPMY0_SA1.WAV,TRAIN,FPMY0,F,DR5,SA1
audio/TRAIN_DR5_FSAG0_SA1.WAV,TRAIN,FSAG0,F,DR5,SA1
audio/TRAIN_DR5_FSDC0_SA1.WAV,TRAIN,FSDC0,F,DR5,SA1
audio/TRAIN_DR5_FSJG0_SA1.WAV,TRAIN,FSJG0,F,DR5,SA1
audio/TRAIN_DR5_FSKP0_SA1.WAV,TRAIN,FSKP0,F,DR5,SA1
audio/TRAIN_DR5_FSMM0_SA1.WAV,TRAIN,FSMM0,F,DR5,SA1
audio/TRAIN_DR5_FSMS1_SA1.WAV,TRAIN,FSMS1,F,DR5,SA1
audio/TRAIN_DR5_FTBW0_SA1.WAV,TRAIN,FTBW0,F,DR5,SA1
audio/TRAIN_DR5_FTLG0_SA1.WAV,TRAIN,FTLG0,F,DR5,SA1
audio/TRAIN_DR5_MBGT0_SA1.WAV,TRAIN,MBGT0,M,DR5,SA1
audio/TRAIN_DR5_MCHL0_SA1.WAV,TRAIN,MCHL0,M,DR5,SA1
